"date","price","rate","obs","r_sq","sigma_preds_garch11ma1.norm","sigma_preds_garch11ma1.std","sigma_preds_garch11ma1.ged","sigma_preds_garch11ma1.sstd","sigma_preds_egarch11ma1.norm","sigma_preds_egarch11ma1.std","sigma_preds_egarch11ma1.ged","sigma_preds_egarch11ma1.sstd","sigma_preds_tgarch11ma1.norm","sigma_preds_tgarch11ma1.std","sigma_preds_tgarch11ma1.ged","sigma_preds_tgarch11ma1.sstd","sigma_preds_cgarch11ma1.norm","sigma_preds_cgarch11ma1.std","sigma_preds_cgarch11ma1.ged","sigma_preds_cgarch11ma1.sstd","sigma_preds_RW","sigma_preds_HA","sigma_preds_MA1","sigma_preds_MA3"
"2020-02-13",57960.23,-0.00337334498008376,2526,1.13794563546563e-05,7.1683983423168e-05,7.18981570922121e-05,7.12518493718173e-05,7.21260858905255e-05,7.07360052043738e-05,7.1045275539462e-05,7.05683518104604e-05,7.12118642999186e-05,6.89226460061538e-05,6.900643993687e-05,6.86736383080975e-05,6.92818384859023e-05,7.08764729538414e-05,7.1388566804131e-05,7.11006232706939e-05,7.13812228773644e-05,3.42225237914833e-05,9.51308415104654e-05,6.5177958291622e-05,7.15301244729528e-05
"2020-02-14",57895.19,-0.0011227788364606,2527,1.26063231560381e-06,6.87906320644217e-05,6.90028318032546e-05,6.83648234607273e-05,6.91716792477766e-05,7.09676375495196e-05,7.16352837211707e-05,7.08595862744157e-05,7.17046886128264e-05,6.96699059505597e-05,7.01100585725471e-05,6.94635720150326e-05,7.02595688839248e-05,6.77563446117267e-05,6.82339599397279e-05,6.82717808461441e-05,6.89320491810172e-05,1.13794563546563e-05,9.50976726450571e-05,6.49682236229626e-05,7.15427031144878e-05
"2020-02-17",58080.88,0.00320221505479327,2528,1.02541812571446e-05,6.5364105519692e-05,6.56038091159089e-05,6.50015066314542e-05,6.58064444513208e-05,6.69346363045982e-05,6.7866317091568e-05,6.70580718453242e-05,6.80130174867345e-05,6.54723968204928e-05,6.62618020462291e-05,6.55447815358169e-05,6.64986963403491e-05,6.42266755863333e-05,6.46556642865121e-05,6.48921182514992e-05,6.46929253375656e-05,1.26063231560381e-06,9.50605241730344e-05,6.49420816283954e-05,7.15403099979364e-05
"2020-02-18",57894.45,-0.00321499685461607,2529,1.03362047751912e-05,6.28065866085243e-05,6.30654949054283e-05,6.24858182613736e-05,6.32331097774194e-05,6.29711823355107e-05,6.36740507746856e-05,6.30161513328241e-05,6.38966275672231e-05,6.12214268083924e-05,6.18347077716701e-05,6.12338219251196e-05,6.21695074008479e-05,6.24027586252052e-05,6.24527263774309e-05,6.23504679728183e-05,6.24337695259975e-05,1.02541812571446e-05,9.50269640848207e-05,6.41249716597831e-05,7.14000892747265e-05
"2020-02-19",57957.76,0.00109294430036562,2530,1.1945272437017e-06,6.0527924652123e-05,6.07960185982098e-05,6.02232547486001e-05,6.10060208683103e-05,6.32113688758716e-05,6.42205817722619e-05,6.33345558762506e-05,6.4364086865238e-05,6.1985754845878e-05,6.28876339052535e-05,6.20529399497779e-05,6.31030335158946e-05,6.04755009860457e-05,6.05105472651298e-05,6.01431315898258e-05,6.01029323337332e-05,1.03362047751912e-05,9.49934629933217e-05,6.41439845626979e-05,7.14009106401393e-05
"2020-02-20",57693.12,-0.00457654039296155,2531,2.09447219684087e-05,5.78414791830751e-05,5.8124608069674e-05,5.75661921009496e-05,5.83288720932429e-05,5.90559834097569e-05,6.00232699329866e-05,5.9178499625844e-05,6.02214573288568e-05,5.75844982921126e-05,5.84967630788628e-05,5.76760966230719e-05,5.87761223398271e-05,5.7703600416504e-05,5.75074225853332e-05,5.75124933532139e-05,5.73100056015724e-05,1.1945272437017e-06,9.49563736553424e-05,6.41449338517712e-05,7.13268838937419e-05
"2020-02-21",57424.47,-0.0046674098668175,2532,2.17847148648653e-05,5.65002235315092e-05,5.68727769324236e-05,5.63662978019816e-05,5.70669043713796e-05,6.12294321868879e-05,6.25861470726053e-05,6.1497501172823e-05,6.26771960236407e-05,6.0520046865943e-05,6.17445187799013e-05,6.07189147610536e-05,6.18867032799463e-05,5.73394893882938e-05,5.63452221631607e-05,5.6253439708869e-05,5.62393969297479e-05,2.09447219684087e-05,9.49271200380748e-05,6.41213154265755e-05,7.13023810054659e-05
"2020-02-24",55088.26,-0.0415338927966761,2533,0.00172506425084578,5.5235533645361e-05,5.56067980250239e-05,5.50994550440488e-05,5.58017589637767e-05,6.27979433219572e-05,6.45855594768786e-05,6.33570067294038e-05,6.46368011495917e-05,6.27092380868629e-05,6.43334911266567e-05,6.31974352929933e-05,6.43881810402049e-05,5.60238022539939e-05,5.48812246323984e-05,5.48803804505556e-05,5.5514047255742e-05,2.17847148648653e-05,9.48982214188835e-05,6.38438160560547e-05,7.13263949292846e-05
"2020-02-25",53781.02,-0.0240160094869171,2534,0.000576768711675693,0.000149668962889187,0.000154147079316167,0.000150829956921368,0.000153200008392266,0.000148472019458213,0.000156500786033895,0.000151221469931634,0.000153663695544719,0.00014168849889334,0.000145504587250463,0.000142676193616656,0.000143023160583594,0.000207570804949463,0.000155998098999671,0.000149478114542634,0.000154410550626447,0.00172506425084578,9.55420468649447e-05,7.02507057372923e-05,7.35792266694344e-05
"2020-02-26",53451.01,-0.00615508336212257,2535,3.7885051194678e-05,0.000165561023990969,0.000172545738914748,0.000169339929649152,0.000171990115010084,0.000184815181540118,0.000198009025793866,0.000191488454708566,0.000194581917937943,0.00018144963115575,0.000189208294201846,0.000185809690399992,0.000185852547808459,0.000169934390274884,0.00017496852126014,0.000168106170072013,0.00017478847974571,0.000576768711675693,9.57320297566978e-05,7.22887808858012e-05,7.43405425143485e-05
"2020-02-27",51318.69,-0.040710520146203,2536,0.0016573464505744,0.000154915464270096,0.000160768718379591,0.000157606861363084,0.000160578747318259,0.000176691118143509,0.000188907870247718,0.000183275571299067,0.000186428303297415,0.000173814921048676,0.000181708427556098,0.000178662190829746,0.000179254704970572,0.000139787222784285,0.000159130136130828,0.000157396514021054,0.000161705910690825,3.7885051194678e-05,9.57092014305092e-05,7.2382264262362e-05,7.43903101601313e-05
"2020-02-28",49276.54,-0.040606907589568,2537,0.00164892094398771,0.000243273076186784,0.000251764447464872,0.000246175279393178,0.000250430694002665,0.000287100190606344,0.000305950495025305,0.000296239135870499,0.00029928149600694,0.000287187732542385,0.000298356553244667,0.000293248765518512,0.000291168207486093,0.000280354362590856,0.000254962567706877,0.000249416016284599,0.000251148248454726,0.0016573464505744,9.63252319035443e-05,7.89191262321684e-05,7.6033605446325e-05
"2020-03-02",50150.48,0.0175799799268887,2538,0.000309055694229808,0.000314892601814691,0.000328067557249439,0.000321867900669487,0.000326917961181154,0.000395037772318269,0.000424727320005535,0.000411327160913647,0.000414972235106502,0.000406533194709933,0.000426050075007573,0.000418983952868818,0.000414419345801646,0.000339952747335366,0.000331142772269209,0.00032388497709121,0.000333332539199476,0.00164892094398771,9.69374541874891e-05,8.44811046551023e-05,7.80661374805915e-05
"2020-03-03",52231.14,0.0406507830982035,2539,0.00165248616649719,0.00031469635955206,0.000327071195769449,0.000319917540762185,0.000325316229737101,0.000357398729624303,0.000379842213166968,0.000369689928819651,0.000373473096609199,0.000364640556237231,0.000380343038295698,0.000374717672583807,0.000372373768679411,0.000294446363128647,0.000324917700796906,0.000322640631055459,0.000327506966989732,0.000309055694229808,9.70210640574309e-05,8.54602664601505e-05,7.83854540415392e-05
"2020-03-04",51585.66,-0.0124351418590122,2540,0.000154632753053757,0.000388314861069678,0.000405740988004883,0.000396510120323772,0.000405110694990503,0.000338461254959282,0.000353094598913651,0.000347305488338291,0.000350647731322762,0.000341272580472611,0.000351678932102821,0.000349118584927693,0.000347939054721353,0.000405578845957686,0.000406396738983327,0.000398855253981217,0.000412273613455501,0.00165248616649719,9.76339344681637e-05,9.18679567086823e-05,8.05617364280413e-05
"2020-03-05",50753.91,-0.0162550675983633,2541,0.00026422722262736,0.00036995786425919,0.000384186205061372,0.000375466226170066,0.000383209558877843,0.000350289970379279,0.00036449036489748,0.000356132117855046,0.000361074751282074,0.000360328342299247,0.000371206398868322,0.000365222293892196,0.000366104233732201,0.000337813519037148,0.000380491312436229,0.000375706921339637,0.000384820578255783,0.000154632753053757,9.7656383786236e-05,9.22630728847642e-05,8.07544298709825e-05
"2020-03-06",49326.23,-0.0285326710466401,2542,0.000814113317055777,0.000353402635056432,0.000365363072373186,0.000358126324347086,0.000365496432025545,0.00035946094138091,0.000375208277729628,0.000366685709561592,0.000372449493814932,0.000376037049617424,0.000389780189157044,0.000383136510967988,0.000384977640408024,0.000323014345589356,0.000363207378175897,0.000358024868201773,0.000365396012665007,0.00026422722262736,9.77219628566459e-05,9.32809100598259e-05,8.0906673832845e-05
"2020-03-09",45625.56,-0.077987902442536,2543,0.00608211292738652,0.000371963563169797,0.000385236078000183,0.000377888454742892,0.000385593897033823,0.000418872756485886,0.000440920107022282,0.000429412066199182,0.000437020770796617,0.000448819621655425,0.000469231932771256,0.000459677326693291,0.00046237324853274,0.000363819244889291,0.000387978616195473,0.000376984969540335,0.000382159746337052,0.000814113317055777,9.80038956996995e-05,9.61132643622687e-05,8.18240690284984e-05
"2020-03-10",45043.23,-0.0128453905078553,2544,0.000165004057299299,0.000736088294337316,0.000758932312598375,0.000745092260025696,0.000752846322176167,0.000795373392057931,0.000834204824849273,0.000814225587115328,0.000818409521375281,0.000846742384671737,0.000873301683125073,0.000861780193856685,0.000851568899002708,0.000886231453025678,0.000760576344295058,0.000748805496558123,0.000758093159183313,0.00608211292738652,0.000100357990519403,0.000120148463990344,8.9849959286546e-05
"2020-03-11",42546.88,-0.0570161684605536,2545,0.00325084346592222,0.000670606053251833,0.000687103661169497,0.000678674192495919,0.000685593273075898,0.000708148285952175,0.000743434824817715,0.000729350056046966,0.000735336389463439,0.000761942635650727,0.000792006674542516,0.000783892924739813,0.000778623578396094,0.00060793937814381,0.000694715821929405,0.000675407145420342,0.000686107801535895,0.000165004057299299,0.000100383411701778,0.000120767817177507,8.95060882303663e-05
"2020-03-12",37164.02,-0.1352654378974,2546,0.0182967386895753,0.00083174448597111,0.000854775148255645,0.000840637984860468,0.000849892027248503,0.000947897556179989,0.000997839252053767,0.000973334027782234,0.000982279467227363,0.0010541049153635,0.00109874256903704,0.00108141033834867,0.0010734861773474,0.000863457190747077,0.000852468324948998,0.000848903411677797,0.000854464249848074,0.00325084346592222,0.000101621800087871,0.00013357793249911,9.37951432571007e-05
"2020-03-13",38629.63,0.0386785096500459,2547,0.0014960271087487,0.00206527677885561,0.00206463519727921,0.00206212564350559,0.00204382047492859,0.00211322030681779,0.00214499384658917,0.00213141722403614,0.00209114713542677,0.00230150603587403,0.00229281723570427,0.00231008132251703,0.00221697441228052,0.00257254840535182,0.0020904794186796,0.00209074823795528,0.00204483677220961,0.0182967386895753,0.000108771158394153,0.000205873955954751,0.000117958633799383
"2020-03-16",37738.36,-0.023342514807898,2548,0.000544872997556936,0.00203570204557187,0.0020267463100328,0.00201939994186195,0.00200064188729533,0.00179354699895839,0.00180804060235202,0.0017978676478505,0.00177722246867417,0.00198141760804591,0.00197995488908942,0.00198738821735958,0.00193013326895088,0.00190099584978216,0.00204425407334456,0.0020224837670984,0.00202029913511881,0.0014960271087487,0.000109316035043939,0.000211725994063448,0.000119610402052246
"2020-03-17",39925.44,0.0563366309278207,2549,0.00317381598429748,0.00188466178792757,0.00186953480424926,0.00185573390384491,0.00184619405684251,0.0016936451265975,0.00170148009950346,0.00168340994729089,0.00167650508279648,0.00194369392283496,0.00194549485568507,0.00193699101110347,0.0018976160775364,0.00167211102972807,0.00187027950054393,0.00185767288244603,0.0018604079850335,0.000544872997556936,0.000109487042881596,0.000213751530363853,0.000120329953891082
"2020-03-18",39313.78,-0.0154386211550453,2550,0.000238351023169012,0.00195422404412014,0.00193711458289352,0.00192284862183327,0.00191535242802944,0.00147020599901981,0.0014658423084571,0.00145507813027299,0.00145773955309939,0.00169583940199587,0.00170190505398209,0.00169182418354687,0.00167547918053766,0.00186436273596114,0.00194358186709816,0.00191807201321055,0.00191556453768538,0.00317381598429748,0.000110689683753423,0.000226250798871455,0.000124466438675707
"2020-03-19",41041.92,0.0430188898448769,2551,0.00185062488348566,0.00178697448696285,0.00176182094934446,0.00175048690442427,0.00174747099892036,0.00135939201557811,0.00135095791859365,0.00133392046389281,0.00134543081198469,0.00161227483022195,0.00161905945275747,0.00159658356936495,0.00159449674886764,0.00160228050851694,0.00175020776633183,0.00174507884683333,0.00176388496788471,0.000238351023169012,0.00011073976666414,0.000227191655547936,0.000124093173662477
"2020-03-20",41153.2,0.00270770498270388,2552,7.33166627335943e-06,0.0017575843540281,0.00172723575364855,0.00172003830192804,0.00171931534467741,0.00117737567532709,0.00116404407126628,0.00115266412177196,0.00116820517905584,0.00139607865952063,0.00140481519164795,0.00138353096144838,0.00139457510770623,0.00165281234589545,0.00171949462404178,0.00172375546679363,0.00169880470189787,0.00185062488348566,0.000111422074553089,0.000234461935284077,0.000126534343284219
"2020-03-23",39207.33,-0.0484379692647069,2553,0.00234623686648869,0.00158249699236236,0.00155128572431254,0.00153999694580975,0.00154512118970232,0.000978777797581238,0.000962653980403392,0.000949980304729937,0.000970732592574417,0.00117009150015397,0.00118077810695416,0.00115294136862096,0.00117662167006899,0.00142591476112915,0.00153786915493229,0.00152946830829357,0.00151414815853172,7.33166627335943e-06,0.000111381270786613,0.000234434202303245,0.000126475017205672
"2020-03-24",40275.9,0.0268895560701544,2554,0.00072304822564998,0.00159352854956986,0.00157300072289619,0.00156342580266191,0.0015671325001807,0.00116497023801368,0.00116207667601621,0.00114110855856525,0.00116259984886611,0.00141826660220516,0.00143692929321443,0.00140313628153331,0.00142371470479718,0.00155074043125374,0.00154782691302196,0.00154961528766798,0.00152997457747054,0.00234623686648869,0.000112256997900917,0.000243695321297463,0.000129536316355811
"2020-03-25",40144.28,-0.00327331069194021,2555,1.07145628859701e-05,0.0015114036477012,0.00147492148538131,0.00146685495528442,0.00147459488813735,0.00100043375975238,0.000994365817345833,0.000978092718339122,0.00100099101386004,0.0012156828726738,0.00123488958758928,0.00120351981361526,0.00123169858866723,0.00142233588063583,0.00143830660425015,0.00145667126307923,0.0014483901601614,0.00072304822564998,0.000112496242408457,0.000246015657927293,0.000130408507851272
"2020-03-26",41202.98,0.0260306193467362,2556,0.000677593143574675,0.00136349100197838,0.00132368592680483,0.00132095392019142,0.00132795357631058,0.000865118163237695,0.000856886471478917,0.000839216434841945,0.000865156983896507,0.00106114085750343,0.00108125750541302,0.00104468521988366,0.00108158805995287,0.00135470222336828,0.00128593223590977,0.00130946493209582,0.00129245609406833,1.07145628859701e-05,0.000112456390537069,0.000246057430978625,0.000130422336129294
"2020-03-27",40886.9,-0.00770086549153572,2557,5.93033293187256e-05,0.00127993616451545,0.00124502315580938,0.00123935939501008,0.00124723227213964,0.000749065093562182,0.00074090460955242,0.000727169429604421,0.000752429222052451,0.0009118243621316,0.000932029219745319,0.000899434928731638,0.000938285940578696,0.00127171672998655,0.00120776890032922,0.00122551997384305,0.00119873068385498,0.000677593143574675,0.000112677579090117,0.000248723833553169,0.000131189915934998
"2020-03-30",40827.13,-0.00146290693677615,2558,2.14009670566778e-06,0.00115967172277548,0.00112260419445782,0.0011164268767031,0.00112194908727134,0.000678072715315448,0.000669137553774327,0.000654572692755603,0.00068027742925475,0.000832675112881483,0.000852369742808143,0.000817569052523574,0.000859518210666828,0.00114705110900901,0.00106698765284132,0.00110656984306526,0.00109122759825888,5.93033293187256e-05,0.000112656697145762,0.000248958234057465,0.000131225840429148
"2020-03-31",41624.62,0.0193450077212471,2559,0.000374229323735109,0.00104322097693909,0.00100238873842988,0.00100260901679978,0.0010129663964526,0.00057085126751198,0.000562102848928373,0.000548875212152948,0.000574411462235086,0.000699906183597059,0.000720914671911811,0.000687286746769319,0.000731346228876591,0.0010377327162394,0.00094530760665014,0.000988823930834362,0.000961608618369602,2.14009670566778e-06,0.000112613475948875,0.000248928952050041,0.000130841867372173
"2020-04-01",41028.82,-0.0144170725335832,2560,0.000207851980438598,0.000966163857698427,0.000929762536636832,0.000928425341363756,0.000938947757676265,0.000496713480103381,0.00048902297761624,0.000478703084501732,0.000502032453670117,0.000600588570533973,0.000620507979429371,0.000590951469435416,0.000633245791192164,0.000959871873036005,0.000867180120443903,0.000908824372517683,0.00092383699748272,0.000374229323735109,0.000112715749540661,0.000249573980079494,0.000131336056066735
"2020-04-02",41219.51,0.0046369413621472,2561,2.15012251959915e-05,0.000888064745089632,0.000845362864353638,0.000850070275302021,0.000860703290230146,0.000493756439242722,0.000488216494408523,0.000476538748779121,0.00049899806219641,0.000600643746847871,0.000620545867999146,0.000590107108212572,0.000631166992732909,0.000871001548044909,0.000822461926369889,0.000833429388569108,0.000811007633273493,0.000207851980438598,0.000112752926653165,0.000250269839756162,0.000131596714930621
"2020-04-03",41532.37,0.00756143523637201,2562,5.71753028338483e-05,0.000799558289246922,0.000757830347951563,0.000761697307292385,0.000772440795435026,0.000419596887504178,0.000412703435898317,0.000402964719360314,0.000423136385546067,0.000504952507207263,0.000522210419979498,0.000494540123437927,0.000534066995929782,0.00078532770254004,0.000722412907739564,0.000744053208254751,0.00070321959700087,2.15012251959915e-05,0.000112717281457283,0.000250276331717182,0.000131144730818835
"2020-04-06",43514.41,0.046619024411784,2563,0.00217333343710651,0.000720540476437834,0.000681098356960182,0.000683597555923897,0.000693962641283695,0.000358841398600506,0.000351094105590769,0.000343614690337377,0.000360909071041491,0.000425459267217429,0.000439991970232337,0.000415815008295223,0.000452114787682533,0.000704116214714751,0.000620697459041024,0.000679315043204998,0.000634185744421149,5.71753028338483e-05,0.000112695593843607,0.000250467734952801,0.000131206691912081
"2020-04-07",44110.86,0.0136138630330254,2564,0.000185337266681975,0.000816177218062345,0.000785620833543207,0.000784173205434241,0.00079680170271636,0.000363689687878488,0.000350961161418304,0.000348112225034471,0.000364475830822122,0.000411170527750083,0.000421905918606917,0.000403071437635799,0.000437591961566423,0.000810584187131593,0.000742492331685352,0.000772248087265955,0.00076438634740302,0.00217333343710651,0.000113499902135279,0.000259047778324633,0.000134047336983167
"2020-04-08",43573.02,-0.0122678591642979,2565,0.000150500368475047,0.000741719804822099,0.000707650581352669,0.000712691152342107,0.000725121992224559,0.000317082296327048,0.000305530009804755,0.000304517976920154,0.000318401109098204,0.000351998784315933,0.000361303416320688,0.000346060692426197,0.000376690716729915,0.00073543654822462,0.000670375506147716,0.000700883564575431,0.000679801078737891,0.000185337266681975,0.000113527930759761,0.000259772396532955,0.000134111753223958
"2020-04-09",44499.23,0.0210337341764475,2566,0.000442417973405457,0.000678854611529297,0.000650066052485885,0.000650501985971997,0.000663036266728687,0.000321822863455378,0.000313028239113542,0.000310794400312311,0.000323886068015905,0.000359428524185423,0.000369537590309117,0.000354184434412229,0.000382827176113131,0.000674336251437071,0.000622082730143359,0.000633279577202337,0.000621904594443962,0.000150500368475047,0.000113542350587263,0.000259868537428018,0.000134123756798088
"2020-04-14",46092.44,0.0351770595796422,2567,0.0012374255206697,0.000646903206640077,0.000620194948343652,0.000620843310530403,0.000633092235979716,0.000293642804900237,0.000287164192697939,0.000285045885047173,0.000298684113103524,0.000319778876385882,0.000331113207691937,0.000317146600573787,0.000345254204993767,0.000647804960454651,0.000580772863938764,0.000608560682054156,0.000596988089437168,0.000442417973405457,0.000113670567204346,0.000261047008724076,0.000134663233908794
"2020-04-15",44666.91,-0.0314159862021884,2568,0.000986964189056093,0.000670435065675774,0.00065058038478187,0.000644718971474036,0.000663550155225189,0.0002858998466352,0.000280410244914645,0.000279144182043835,0.000293879478390213,0.000302892438702186,0.00031484797061298,0.000302754198502585,0.000330676284797788,0.000662581614897935,0.000613603550697154,0.000639374167786881,0.000630946982178888,0.0012374255206697,0.000114108507560334,0.000265176376260414,0.000136297657757657
"2020-04-16",44645.12,-0.000487952192607068,2569,2.38097342270045e-07,0.00069031563107522,0.000672845529323212,0.000668027237656814,0.000682150565651315,0.000400529842722005,0.00039736224132371,0.000390520115359795,0.000405347126897589,0.000433577950600035,0.000446731167714097,0.000429723133687517,0.000456348114856296,0.000731073631717586,0.000653234569359093,0.000661147092159014,0.000649745970562793,0.000986964189056093,0.000114448537042802,0.000268918358580925,0.000137396793503067
